id,split,label,amount,hour,n_prior_txns,distance_km,device_age_days,prediction
txn_01728,train,legitimate,31.69,17,15,77.9,922,legitimate
txn_01729,train,legitimate,31.15,2,15,37.3,1387,legitimate
txn_01730,train,legitimate,25.29,0,8,28.0,711,legitimate
txn_01731,train,fraud,15.74,2,15,6.8,884,legitimate
txn_01732,train,legitimate,2.29,2,11,19.8,1357,legitimate
txn_01733,test,legitimate,14.86,2,20,1.3,394,legitimate
txn_01734,train,legitimate,65.58,18,12,33.1,500,legitimate
txn_01735,train,legitimate,29.92,6,11,23.6,753,legitimate
txn_01736,train,legitimate,3.12,8,18,28.8,263,legitimate
txn_01737,train,fraud,31.65,3,13,2.8,1239,legitimate
txn_01738,test,legitimate,4.37,22,18,1.3,1278,legitimate
txn_01739,train,legitimate,157.3,6,11,1.0,219,legitimate
txn_01740,train,legitimate,29.31,16,6,4.9,22,legitimate
txn_01741,test,legitimate,7.97,16,11,22.2,1439,legitimate
txn_01742,train,legitimate,51.68,9,15,76.7,873,legitimate
txn_01743,train,legitimate,11.82,16,12,7.7,234,legitimate
txn_01744,test,legitimate,41.45,14,18,5.5,528,legitimate
txn_01745,train,legitimate,25.03,0,15,9.9,197,legitimate
txn_01746,test,legitimate,8.15,15,12,0.7,565,legitimate
txn_01747,train,legitimate,45.65,20,16,4.0,40,legitimate
txn_01748,train,legitimate,7.02,13,15,8.7,613,legitimate
txn_01749,train,legitimate,85.78,19,21,12.6,1332,legitimate
txn_01750,train,legitimate,25.96,19,15,109.5,1383,legitimate
txn_01751,test,fraud,12.05,22,18,78.7,927,legitimate
txn_01752,test,legitimate,4.51,17,7,25.8,1317,legitimate
txn_01753,train,legitimate,110.97,5,7,28.0,974,legitimate
txn_01754,test,legitimate,95.14,21,13,20.3,593,legitimate
txn_01755,train,legitimate,7.58,17,14,4.6,601,legitimate
txn_01756,train,legitimate,114.15,9,21,31.2,288,legitimate
txn_01757,train,legitimate,28.68,13,12,0.9,157,legitimate
txn_01758,train,fraud,25.62,14,11,153.9,236,legitimate
txn_01759,test,legitimate,22.62,16,15,74.9,554,legitimate
txn_01760,test,legitimate,19.09,9,14,38.3,1240,legitimate
txn_01761,test,legitimate,93.35,21,14,74.3,249,legitimate
txn_01762,train,legitimate,28.23,0,12,12.0,1032,legitimate
txn_01763,train,legitimate,4.39,1,11,87.8,860,legitimate
txn_01764,train,legitimate,173.25,23,18,32.2,874,legitimate
txn_01765,train,legitimate,55.9,20,11,62.4,988,legitimate
txn_01766,test,legitimate,8.87,5,13,3.4,994,legitimate
txn_01767,train,legitimate,17.59,20,8,66.0,802,legitimate
txn_01768,train,legitimate,10.54,9,15,29.7,615,legitimate
txn_01769,test,legitimate,25.62,15,16,33.9,568,legitimate
txn_01770,test,legitimate,35.45,9,12,0.5,337,legitimate
txn_01771,test,legitimate,30.64,9,8,1.0,392,legitimate
txn_01772,train,legitimate,14.03,14,14,3.8,1388,legitimate
txn_01773,train,legitimate,11.62,12,10,11.5,1021,legitimate
txn_01774,test,legitimate,54.11,7,13,15.7,986,legitimate
txn_01775,train,legitimate,22.33,3,9,109.0,271,legitimate
txn_01776,test,fraud,257.7,3,11,7.6,1478,legitimate
txn_01777,train,legitimate,11.54,17,9,38.5,1395,legitimate
txn_01778,test,legitimate,51.23,6,11,10.2,812,legitimate
txn_01779,train,legitimate,25.68,13,12,7.7,751,legitimate
txn_01780,test,legitimate,12.06,22,14,45.9,584,legitimate
txn_01781,test,legitimate,87.55,13,7,9.9,802,legitimate
txn_01782,train,legitimate,27.53,5,8,7.1,692,legitimate
txn_01783,test,legitimate,10.65,17,16,119.3,1278,legitimate
txn_01784,train,legitimate,18.21,4,10,0.9,401,legitimate
txn_01785,train,legitimate,63.45,2,15,9.8,178,legitimate
txn_01786,train,legitimate,7.81,20,19,31.5,1358,legitimate
txn_01787,train,legitimate,88.92,1,7,20.7,1377,legitimate
txn_01788,train,legitimate,46.52,15,14,13.5,412,legitimate
txn_01789,train,fraud,24.29,2,9,31.5,1342,fraud
txn_01790,train,legitimate,87.14,19,17,35.9,847,legitimate
txn_01791,test,legitimate,125.72,1,10,12.2,563,legitimate
txn_01792,test,fraud,55.12,12,11,54.7,781,legitimate
txn_01793,train,legitimate,28.77,19,12,26.4,254,legitimate
txn_01794,train,legitimate,137.88,3,17,33.1,291,legitimate
txn_01795,test,legitimate,99.26,3,9,37.5,1195,legitimate
txn_01796,test,legitimate,10.31,4,6,84.5,130,legitimate
txn_01797,train,legitimate,20.22,9,15,32.1,66,legitimate
txn_01798,train,legitimate,20.06,3,18,20.2,927,legitimate
txn_01799,train,legitimate,16.7,15,14,22.8,1127,legitimate
txn_01800,test,legitimate,6.04,0,7,56.6,1181,legitimate
txn_01801,train,legitimate,57.07,6,13,1.3,1089,legitimate
txn_01802,test,legitimate,26.53,0,15,31.7,1302,legitimate
txn_01803,test,legitimate,26.91,21,14,64.3,202,legitimate
txn_01804,train,legitimate,91.74,5,13,112.1,1358,legitimate
txn_01805,train,legitimate,14.45,21,17,0.9,2,legitimate
txn_01806,train,legitimate,23.26,21,13,32.5,1220,legitimate
txn_01807,train,legitimate,31.71,9,11,25.2,172,legitimate
txn_01808,train,legitimate,16.36,0,10,13.4,472,legitimate
txn_01809,test,legitimate,22.11,14,20,4.4,1062,legitimate
txn_01810,train,legitimate,50.32,4,12,35.1,903,legitimate
txn_01811,test,legitimate,24.33,18,12,19.0,650,legitimate
txn_01812,train,legitimate,85.49,23,9,58.7,652,legitimate
txn_01813,train,legitimate,12.13,23,15,38.4,1455,legitimate
txn_01814,test,legitimate,29.64,8,17,15.9,461,legitimate
txn_01815,train,fraud,8.26,16,6,46.7,199,legitimate
txn_01816,test,legitimate,21.96,21,13,9.3,751,legitimate
txn_01817,test,legitimate,12.69,10,12,15.2,1441,legitimate
txn_01818,test,fraud,113.16,7,8,31.0,685,legitimate
txn_01819,train,legitimate,49.35,1,11,89.6,1447,legitimate
txn_01820,train,legitimate,39.57,2,7,11.7,1404,legitimate
txn_01821,test,legitimate,138.84,15,6,57.2,462,legitimate
txn_01822,train,legitimate,95.23,5,10,46.8,1323,legitimate
txn_01823,test,legitimate,48.19,15,13,53.6,91,legitimate
txn_01824,test,legitimate,12.82,4,16,19.4,1497,legitimate
txn_01825,test,fraud,8.09,16,13,3.2,1250,legitimate
txn_01826,train,legitimate,23.86,5,13,67.6,21,legitimate
txn_01827,train,fraud,22.55,8,18,218.1,975,legitimate
txn_01828,train,legitimate,13.35,3,15,15.7,5,legitimate
txn_01829,train,legitimate,18.67,20,11,17.9,1071,legitimate
txn_01830,train,legitimate,5.17,4,11,6.8,981,legitimate
txn_01831,test,legitimate,99.8,14,15,5.9,272,legitimate
txn_01832,train,legitimate,8.38,22,13,72.3,1122,legitimate
txn_01833,test,legitimate,13.03,9,8,25.4,80,legitimate
txn_01834,train,legitimate,41.96,1,13,85.5,255,legitimate
txn_01835,train,legitimate,5.29,5,12,16.4,416,legitimate
txn_01836,test,fraud,75.03,14,16,20.3,991,legitimate
txn_01837,train,legitimate,59.38,0,11,28.0,1306,legitimate
txn_01838,train,legitimate,18.27,6,12,66.4,1388,legitimate
txn_01839,test,legitimate,8.88,17,11,8.8,21,legitimate
txn_01840,train,legitimate,15.69,23,14,3.0,1076,legitimate
txn_01841,test,legitimate,4.28,7,7,9.6,1218,legitimate
txn_01842,train,legitimate,90.87,15,12,20.1,434,legitimate
txn_01843,test,legitimate,25.82,20,12,13.0,289,legitimate
txn_01844,train,legitimate,12.25,7,16,8.1,395,legitimate
txn_01845,test,legitimate,10.42,7,10,51.7,457,legitimate
txn_01846,train,legitimate,42.16,19,4,48.4,1494,legitimate
txn_01847,test,legitimate,101.42,7,18,7.2,850,legitimate
txn_01848,train,legitimate,7.37,22,9,0.3,1234,legitimate
txn_01849,train,legitimate,14.26,18,12,0.3,1337,legitimate
txn_01850,train,legitimate,4.66,21,8,21.8,365,legitimate
txn_01851,train,legitimate,46.46,9,17,9.4,827,legitimate
txn_01852,train,legitimate,28.44,17,9,24.2,1084,legitimate
txn_01853,train,legitimate,207.5,23,13,35.9,839,legitimate
txn_01854,train,legitimate,21.85,6,18,27.2,1373,legitimate
txn_01855,train,legitimate,16.25,13,9,32.6,1144,legitimate
txn_01856,test,legitimate,12.55,2,19,62.6,96,legitimate
txn_01857,train,legitimate,54.97,22,12,41.0,1053,legitimate
txn_01858,train,fraud,6.75,4,15,6.1,1289,legitimate
txn_01859,train,fraud,64.07,2,15,148.3,1273,legitimate
txn_01860,test,legitimate,30.99,18,15,24.6,509,legitimate
txn_01861,train,fraud,19.52,1,14,142.7,467,legitimate
txn_01862,test,legitimate,10.44,20,15,22.2,742,legitimate
txn_01863,train,legitimate,66.58,0,17,1.9,1429,legitimate
txn_01864,train,legitimate,142.97,15,15,3.0,337,legitimate
txn_01865,test,legitimate,16.08,21,9,28.2,1453,legitimate
txn_01866,train,legitimate,40.5,23,13,15.6,563,legitimate
txn_01867,test,legitimate,127.83,11,13,15.5,1083,legitimate
txn_01868,train,legitimate,13.63,16,14,3.4,75,legitimate
txn_01869,train,legitimate,19.32,17,12,1.0,82,legitimate
txn_01870,train,legitimate,7.72,19,9,2.6,926,legitimate
txn_01871,train,legitimate,21.33,12,13,3.6,578,legitimate
txn_01872,train,legitimate,22.71,19,13,12.5,40,legitimate
txn_01873,test,legitimate,16.5,23,16,42.2,1190,legitimate
txn_01874,train,legitimate,12.17,0,16,23.8,1488,legitimate
txn_01875,train,legitimate,5.46,19,8,14.3,331,legitimate
txn_01876,train,legitimate,6.85,15,9,53.5,443,legitimate
txn_01877,train,legitimate,9.71,11,13,61.3,726,legitimate
txn_01878,train,legitimate,45.09,12,14,44.9,158,legitimate
txn_01879,train,legitimate,15.13,4,6,17.5,488,legitimate
txn_01880,train,legitimate,10.93,22,16,15.1,230,legitimate
txn_01881,train,legitimate,45.75,9,13,7.5,243,legitimate
txn_01882,train,legitimate,41.87,3,10,11.6,1271,legitimate
txn_01883,train,legitimate,11.98,9,14,30.5,852,legitimate
txn_01884,test,legitimate,13.53,11,15,74.2,805,legitimate
txn_01885,train,legitimate,45.96,8,11,23.4,544,legitimate
txn_01886,train,legitimate,34.71,12,7,63.6,1301,legitimate
txn_01887,train,legitimate,11.08,17,14,46.9,1230,legitimate
txn_01888,train,legitimate,30.84,13,17,49.6,101,legitimate
txn_01889,test,legitimate,23.86,20,8,7.1,132,legitimate
txn_01890,train,legitimate,70.78,10,8,19.6,348,legitimate
txn_01891,train,legitimate,10.75,19,17,180.8,1345,legitimate
txn_01892,train,legitimate,56.84,10,14,68.8,1085,legitimate
txn_01893,test,legitimate,37.02,4,12,17.3,565,legitimate
txn_01894,test,legitimate,9.39,16,9,6.7,647,legitimate
txn_01895,train,legitimate,66.95,4,11,28.7,1094,legitimate
txn_01896,test,legitimate,58.32,0,7,3.2,401,legitimate
txn_01897,train,legitimate,6.98,16,22,31.2,326,legitimate
txn_01898,test,fraud,208.24,7,9,147.3,1210,legitimate
txn_01899,train,legitimate,8.23,17,14,10.8,123,legitimate
txn_01900,train,legitimate,10.22,9,16,22.2,1295,legitimate
txn_01901,train,legitimate,18.04,18,11,24.3,73,legitimate
txn_01902,train,legitimate,51.15,9,6,6.9,745,legitimate
txn_01903,train,legitimate,42.78,21,17,6.0,396,legitimate
txn_01904,train,legitimate,22.41,17,11,20.1,712,legitimate
txn_01905,train,legitimate,90.41,8,15,26.8,325,legitimate
txn_01906,test,legitimate,36.11,3,13,7.7,326,legitimate
txn_01907,train,legitimate,93.05,1,9,20.3,948,legitimate
txn_01908,train,legitimate,362.59,19,5,4.5,1016,legitimate
txn_01909,train,legitimate,29.52,8,12,136.3,926,legitimate
txn_01910,train,legitimate,2.09,14,12,31.9,43,legitimate
txn_01911,test,legitimate,15.91,7,8,46.4,1353,legitimate
txn_01912,train,legitimate,8.76,18,20,40.7,1436,legitimate
txn_01913,train,legitimate,26.8,2,16,156.6,925,legitimate
txn_01914,train,legitimate,26.94,22,10,5.3,406,legitimate
txn_01915,test,legitimate,7.57,16,10,77.4,838,legitimate
txn_01916,train,legitimate,8.12,1,8,72.1,865,legitimate
txn_01917,train,legitimate,19.05,12,12,11.9,395,legitimate
txn_01918,test,legitimate,20.31,22,13,100.4,718,legitimate
txn_01919,test,legitimate,2.01,14,10,85.1,49,legitimate
txn_01920,test,legitimate,62.5,14,10,6.6,193,legitimate
txn_01921,train,legitimate,25.27,20,13,21.1,927,legitimate
txn_01922,train,legitimate,24.3,13,7,5.5,829,legitimate
txn_01923,train,legitimate,32.64,13,14,19.3,250,legitimate
txn_01924,test,legitimate,9.15,4,11,86.7,1417,legitimate
txn_01925,test,legitimate,23.36,21,11,1.7,1495,legitimate
txn_01926,train,legitimate,66.72,11,14,5.3,1499,legitimate
txn_01927,train,legitimate,69.3,19,14,2.5,1021,legitimate
txn_01928,test,legitimate,38.31,5,15,30.7,839,legitimate
txn_01929,train,legitimate,18.74,12,10,89.9,50,legitimate
txn_01930,train,legitimate,11.1,23,11,50.0,1123,legitimate
txn_01931,test,legitimate,87.84,14,11,76.9,654,legitimate
txn_01932,test,legitimate,40.73,0,13,15.4,420,legitimate
txn_01933,test,legitimate,16.29,11,9,45.3,140,legitimate
txn_01934,train,legitimate,3.0,1,11,0.4,451,legitimate
txn_01935,train,legitimate,10.56,9,11,44.1,0,legitimate
txn_01936,train,legitimate,3.78,10,16,51.9,724,legitimate
txn_01937,train,legitimate,82.17,17,11,70.1,592,legitimate
txn_01938,train,legitimate,29.45,14,14,79.5,408,legitimate
txn_01939,test,legitimate,11.9,14,15,38.5,1390,legitimate
txn_01940,test,legitimate,18.75,20,20,14.7,1281,legitimate
txn_01941,test,legitimate,306.68,8,15,21.9,196,legitimate
txn_01942,train,legitimate,80.09,21,13,38.0,1168,legitimate
txn_01943,train,legitimate,6.63,15,16,11.5,1483,legitimate
txn_01944,train,legitimate,21.6,9,10,53.3,1372,legitimate
txn_01945,train,legitimate,7.39,12,14,91.1,670,legitimate
txn_01946,test,legitimate,4.57,2,17,13.8,1356,legitimate
txn_01947,test,legitimate,29.08,2,10,4.8,454,legitimate
txn_01948,train,legitimate,259.36,22,11,2.9,1005,legitimate
txn_01949,train,legitimate,112.76,17,16,8.5,1396,legitimate
txn_01950,test,legitimate,25.6,11,13,49.5,346,legitimate
txn_01951,test,legitimate,16.98,11,7,1.9,470,legitimate
txn_01952,test,legitimate,29.88,18,12,14.6,88,legitimate
txn_01953,train,legitimate,67.53,22,14,25.0,227,legitimate
txn_01954,train,legitimate,5.86,8,12,12.8,921,legitimate
txn_01955,train,legitimate,3.93,21,8,23.9,1373,legitimate
txn_01956,test,legitimate,155.11,2,12,31.0,638,legitimate
txn_01957,train,legitimate,32.29,2,16,13.7,1382,legitimate
txn_01958,train,legitimate,118.66,23,13,42.6,847,legitimate
txn_01959,train,legitimate,30.98,6,12,26.9,1169,legitimate
txn_01960,train,legitimate,104.7,11,15,42.8,1138,legitimate
txn_01961,train,legitimate,13.45,16,16,11.7,1151,legitimate
txn_01962,test,legitimate,40.02,4,16,97.1,440,legitimate
txn_01963,train,legitimate,112.9,4,9,10.9,695,legitimate
txn_01964,train,legitimate,67.01,16,14,11.6,249,legitimate
txn_01965,train,legitimate,15.6,19,15,54.8,1276,legitimate
txn_01966,train,legitimate,59.22,0,15,17.4,670,legitimate
txn_01967,test,legitimate,12.74,16,10,7.2,609,legitimate
txn_01968,train,legitimate,6.01,5,14,21.2,1124,legitimate
txn_01969,train,legitimate,41.11,22,10,76.6,719,legitimate
txn_01970,train,legitimate,97.6,0,9,88.6,1099,legitimate
txn_01971,test,fraud,72.87,8,11,13.6,238,legitimate
txn_01972,train,legitimate,7.08,21,14,23.6,1038,legitimate
txn_01973,test,legitimate,57.89,16,13,48.9,796,legitimate
txn_01974,train,legitimate,48.0,16,10,26.9,1003,legitimate
txn_01975,train,legitimate,15.57,14,11,11.5,1071,legitimate
txn_01976,test,legitimate,2.1,6,10,9.6,450,legitimate
txn_01977,test,legitimate,66.99,16,11,16.6,391,legitimate
txn_01978,train,legitimate,58.98,13,10,8.3,1169,legitimate
txn_01979,test,fraud,51.53,22,11,52.0,204,legitimate
txn_01980,train,legitimate,4.42,10,10,6.2,1014,legitimate
txn_01981,train,legitimate,5.61,8,10,5.7,113,legitimate
txn_01982,test,legitimate,66.88,2,17,9.0,769,legitimate
txn_01983,train,legitimate,54.37,5,14,13.6,708,legitimate
txn_01984,train,legitimate,40.05,7,20,5.2,476,legitimate
txn_01985,train,legitimate,19.21,19,10,16.9,161,legitimate
txn_01986,test,legitimate,36.26,17,11,6.2,1101,legitimate
txn_01987,train,legitimate,14.33,3,11,19.6,632,legitimate
txn_01988,train,legitimate,17.99,1,14,84.5,433,legitimate
txn_01989,test,fraud,13.32,13,17,122.9,914,legitimate
txn_01990,train,legitimate,31.69,13,13,42.0,670,legitimate
txn_01991,train,legitimate,16.19,22,22,60.8,89,legitimate
txn_01992,train,legitimate,63.17,14,14,29.5,52,legitimate
txn_01993,train,legitimate,50.18,20,16,18.6,1185,legitimate
txn_01994,train,legitimate,10.94,7,10,1.6,790,legitimate
txn_01995,test,legitimate,152.36,16,11,20.6,142,legitimate
txn_01996,test,legitimate,8.03,23,11,33.6,856,legitimate
txn_01997,train,legitimate,38.39,0,10,19.4,178,legitimate
txn_01998,train,legitimate,72.09,0,6,135.2,538,legitimate
txn_01999,train,legitimate,87.81,23,12,3.5,981,legitimate
txn_02000,train,legitimate,2.73,3,9,3.1,1411,legitimate
txn_02001,test,legitimate,66.47,10,12,32.6,1411,legitimate
txn_02002,train,fraud,106.16,23,16,149.6,1463,legitimate
txn_02003,train,legitimate,102.85,6,13,6.9,173,legitimate
txn_02004,train,legitimate,2.67,20,8,21.9,530,legitimate
txn_02005,train,legitimate,12.5,1,10,23.7,1050,legitimate
txn_02006,train,legitimate,22.23,18,17,9.7,252,legitimate
txn_02007,train,legitimate,15.73,3,13,21.9,705,legitimate
txn_02008,train,legitimate,93.43,15,12,13.8,124,legitimate
txn_02009,train,legitimate,12.46,1,12,26.9,304,legitimate
txn_02010,train,legitimate,83.58,23,10,17.7,332,legitimate
txn_02011,train,legitimate,42.95,13,13,7.0,852,legitimate
txn_02012,train,legitimate,5.75,12,13,32.7,851,legitimate
txn_02013,test,legitimate,9.11,9,12,13.9,643,legitimate
txn_02014,train,legitimate,15.36,23,16,12.2,171,legitimate
txn_02015,test,legitimate,27.02,7,11,13.4,572,legitimate
txn_02016,train,legitimate,66.16,22,13,18.3,431,legitimate
txn_02017,train,legitimate,20.44,19,14,20.3,1300,legitimate
txn_02018,train,legitimate,60.84,2,8,73.4,974,legitimate
txn_02019,train,legitimate,5.09,1,10,24.1,838,legitimate
txn_02020,test,legitimate,1.16,14,9,16.2,1111,legitimate
txn_02021,test,legitimate,17.51,10,14,38.9,1212,legitimate
txn_02022,test,legitimate,38.8,8,12,2.7,809,legitimate
txn_02023,train,legitimate,17.1,19,11,12.8,64,legitimate
txn_02024,test,legitimate,8.94,8,11,25.6,663,legitimate
txn_02025,test,legitimate,37.42,19,12,20.7,1414,legitimate
txn_02026,train,legitimate,169.52,2,13,32.1,545,legitimate
txn_02027,test,legitimate,22.12,17,13,6.0,340,legitimate
txn_02028,test,legitimate,11.87,12,10,100.7,1144,legitimate
txn_02029,train,legitimate,10.53,12,10,25.1,769,legitimate
txn_02030,train,legitimate,175.22,21,8,73.4,48,legitimate
txn_02031,train,legitimate,23.56,3,13,7.4,100,legitimate
txn_02032,train,legitimate,45.25,0,8,45.9,715,legitimate
txn_02033,train,fraud,106.7,9,10,22.8,315,legitimate
txn_02034,train,legitimate,72.04,14,13,26.3,385,legitimate
txn_02035,test,legitimate,9.76,17,8,1.8,718,legitimate
txn_02036,test,legitimate,63.82,9,13,36.7,509,legitimate
txn_02037,train,legitimate,57.04,18,10,10.0,1125,legitimate
txn_02038,train,legitimate,40.01,12,10,3.6,1262,legitimate
txn_02039,test,legitimate,67.33,14,11,32.9,1158,legitimate
txn_02040,test,legitimate,14.0,3,14,12.2,501,legitimate
txn_02041,train,legitimate,22.78,21,11,106.7,705,legitimate
txn_02042,train,fraud,18.64,1,10,33.7,584,legitimate
txn_02043,train,legitimate,52.37,13,19,10.6,371,legitimate
txn_02044,train,legitimate,12.77,3,12,5.7,530,legitimate
txn_02045,test,legitimate,36.36,20,17,65.0,909,legitimate
txn_02046,train,legitimate,8.22,1,13,191.6,1074,legitimate
txn_02047,test,legitimate,21.71,21,13,32.8,555,legitimate
txn_02048,train,legitimate,17.08,7,11,32.6,669,legitimate
txn_02049,test,legitimate,21.88,4,12,9.5,245,legitimate
txn_02050,test,legitimate,28.02,1,12,23.3,470,legitimate
txn_02051,train,legitimate,20.41,3,11,31.2,1142,legitimate
txn_02052,train,legitimate,19.7,4,11,70.7,1388,legitimate
txn_02053,test,legitimate,3.09,23,8,4.1,1180,legitimate
txn_02054,train,legitimate,74.09,7,10,33.6,39,legitimate
txn_02055,test,legitimate,13.15,7,9,36.2,255,legitimate
txn_02056,train,legitimate,19.21,16,6,8.1,220,legitimate
txn_02057,train,legitimate,10.73,10,11,10.2,58,legitimate
txn_02058,train,legitimate,66.63,20,11,10.8,1373,legitimate
txn_02059,train,legitimate,9.93,10,9,29.5,1111,legitimate
txn_02060,test,legitimate,40.62,15,14,18.6,664,legitimate
txn_02061,train,legitimate,79.7,20,15,9.6,1207,legitimate
txn_02062,train,legitimate,127.17,21,9,48.0,1107,legitimate
txn_02063,train,legitimate,80.5,0,12,1.4,107,legitimate
txn_02064,train,legitimate,45.58,12,14,114.2,1041,legitimate
txn_02065,test,legitimate,7.41,11,13,20.0,592,legitimate
txn_02066,train,legitimate,89.19,9,17,117.4,1232,legitimate
txn_02067,test,legitimate,80.54,11,9,43.3,1040,legitimate
txn_02068,train,legitimate,56.78,11,15,25.9,350,legitimate
txn_02069,train,legitimate,54.84,2,3,32.1,499,legitimate
txn_02070,train,legitimate,26.56,14,5,95.9,605,legitimate
txn_02071,test,legitimate,14.71,10,18,6.2,1183,legitimate
txn_02072,train,legitimate,72.49,0,10,39.6,1479,legitimate
txn_02073,train,legitimate,87.88,20,11,10.4,60,legitimate
txn_02074,test,legitimate,8.74,22,11,135.5,604,legitimate
txn_02075,train,legitimate,61.45,1,8,30.9,841,legitimate
txn_02076,train,legitimate,31.56,17,10,25.1,1173,legitimate
txn_02077,train,legitimate,59.85,6,14,80.7,321,legitimate
txn_02078,test,legitimate,32.51,3,9,4.2,798,legitimate
txn_02079,train,legitimate,74.98,14,15,14.0,1070,legitimate
txn_02080,test,legitimate,68.84,11,8,7.4,779,legitimate
txn_02081,train,legitimate,60.02,13,12,10.7,24,legitimate
txn_02082,train,legitimate,6.27,15,17,13.4,95,legitimate
txn_02083,train,legitimate,56.39,18,15,23.0,1057,legitimate
txn_02084,train,legitimate,26.09,15,9,6.2,693,legitimate
txn_02085,train,legitimate,8.09,8,13,19.9,684,legitimate
txn_02086,test,fraud,64.56,11,12,38.4,666,legitimate
txn_02087,test,legitimate,6.37,2,7,68.1,1044,legitimate
txn_02088,train,legitimate,60.67,11,10,5.1,807,legitimate
txn_02089,test,legitimate,134.44,8,12,1.9,172,legitimate
txn_02090,train,legitimate,15.11,0,15,78.7,38,legitimate
txn_02091,train,legitimate,62.26,19,12,15.7,1250,legitimate
txn_02092,train,legitimate,39.08,7,15,91.7,63,legitimate
txn_02093,train,legitimate,47.67,10,13,76.8,982,legitimate
txn_02094,test,legitimate,6.51,14,9,32.9,144,legitimate
txn_02095,train,legitimate,45.8,9,14,0.9,53,legitimate
txn_02096,train,legitimate,28.57,1,13,67.8,54,legitimate
txn_02097,test,legitimate,52.18,18,18,5.6,1304,legitimate
txn_02098,test,legitimate,25.26,23,5,41.5,221,legitimate
txn_02099,train,legitimate,74.39,14,10,26.9,250,legitimate
txn_02100,train,legitimate,32.92,22,13,28.1,833,legitimate
txn_02101,test,legitimate,49.25,3,14,43.9,574,legitimate
txn_02102,train,legitimate,97.67,1,6,5.7,54,legitimate
txn_02103,test,legitimate,30.1,9,9,97.4,527,legitimate
txn_02104,train,legitimate,67.38,18,9,3.0,631,legitimate
txn_02105,train,legitimate,31.52,21,10,7.3,1158,legitimate
txn_02106,test,legitimate,42.23,22,15,54.2,236,legitimate
txn_02107,train,fraud,19.19,0,9,35.9,1136,legitimate
txn_02108,train,legitimate,54.31,2,11,146.1,603,legitimate
txn_02109,train,legitimate,84.91,18,11,0.2,126,legitimate
txn_02110,train,legitimate,23.27,22,11,38.6,910,legitimate
txn_02111,train,legitimate,55.36,7,16,25.9,1279,legitimate
txn_02112,train,legitimate,38.58,19,12,19.6,747,legitimate
txn_02113,train,legitimate,8.47,17,12,60.7,239,legitimate
txn_02114,train,legitimate,35.82,15,15,82.2,1062,legitimate
txn_02115,train,legitimate,93.08,3,12,86.1,1074,legitimate
txn_02116,train,legitimate,15.66,8,11,2.7,7,legitimate
txn_02117,test,legitimate,4.36,15,12,19.3,186,legitimate
txn_02118,train,legitimate,30.98,10,10,14.7,223,legitimate
txn_02119,train,legitimate,13.42,20,19,11.6,614,legitimate
txn_02120,test,legitimate,164.68,21,9,66.9,1025,legitimate
txn_02121,train,legitimate,24.34,1,11,20.9,164,legitimate
txn_02122,train,legitimate,25.23,15,13,16.7,1182,legitimate
txn_02123,train,legitimate,13.64,22,8,25.0,1002,legitimate
txn_02124,train,legitimate,32.44,22,12,32.8,254,legitimate
txn_02125,train,legitimate,14.55,2,13,2.9,600,legitimate
txn_02126,train,legitimate,10.43,20,17,25.4,183,legitimate
txn_02127,train,legitimate,23.87,0,12,73.1,843,legitimate
txn_02128,train,legitimate,11.43,6,8,21.0,1205,legitimate
txn_02129,train,legitimate,92.9,19,12,14.1,1498,legitimate
txn_02130,train,legitimate,8.06,0,11,118.2,1181,legitimate
txn_02131,train,legitimate,23.63,12,15,20.0,1236,legitimate
txn_02132,train,legitimate,12.91,12,15,1.4,18,legitimate
txn_02133,train,legitimate,6.54,0,17,54.3,300,legitimate
txn_02134,train,legitimate,130.15,12,10,20.0,855,legitimate
txn_02135,train,legitimate,3.22,15,7,24.4,650,legitimate
txn_02136,test,legitimate,105.99,11,15,28.6,1440,legitimate
txn_02137,test,legitimate,6.35,12,7,19.9,853,legitimate
txn_02138,train,legitimate,27.76,2,8,12.8,474,legitimate
txn_02139,test,legitimate,234.38,23,12,52.2,505,legitimate
txn_02140,test,legitimate,3.15,21,12,39.8,1319,legitimate
txn_02141,train,legitimate,6.61,23,5,33.8,90,legitimate
txn_02142,test,legitimate,92.07,18,8,3.5,73,legitimate
txn_02143,train,legitimate,30.12,21,19,0.2,522,legitimate
txn_02144,test,legitimate,14.87,11,12,7.8,236,legitimate
txn_02145,train,legitimate,24.63,12,20,39.0,417,legitimate
txn_02146,test,legitimate,9.87,11,10,47.9,991,legitimate
txn_02147,test,legitimate,28.65,19,13,1.9,297,legitimate
txn_02148,train,legitimate,110.02,1,11,3.1,922,legitimate
txn_02149,test,legitimate,17.46,17,15,21.4,241,legitimate
txn_02150,train,legitimate,29.13,6,9,9.3,945,legitimate
txn_02151,train,legitimate,82.69,6,8,28.8,161,legitimate
txn_02152,train,legitimate,178.42,17,12,10.8,1152,legitimate
txn_02153,test,legitimate,14.28,17,12,29.2,1264,legitimate
txn_02154,train,legitimate,34.13,16,12,10.3,1206,legitimate
txn_02155,train,fraud,18.8,7,12,131.9,682,legitimate
txn_02156,train,legitimate,13.51,17,14,33.7,1167,legitimate
txn_02157,train,legitimate,17.17,10,12,0.5,1093,legitimate
txn_02158,train,legitimate,13.67,19,14,5.7,1269,legitimate
txn_02159,train,legitimate,4.66,1,15,82.1,1166,legitimate
